CODIGO,CATEGORIA,ANO,MES,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_CONSUMIDO,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,VERIFICACAO,DIFERENCA
H015 2013 Fevereiro,13,2013,Fevereiro,2296918,2013-02-20,A95S021949,H015,CASAN,Florianópolis,Moradia Estudantil Pequena,,1.0,,,1,5520,5760,240,240,Médio,,1924.88,1924.88,-363.8,,,3485.96,3485.96,0
H017 2013 Fevereiro,14,2013,Fevereiro,2296950,,,H017,CASAN,Florianópolis,Centro de Ciências da Saúde,1.0,,1.0,,2,25570,26460,890,890,,,6750.75,6750.75,-1275.89,,,12225.61,12225.61,0
H018 2013 Fevereiro,15,2013,Fevereiro,2296640,2013-02-20,A10C017754,H018,CASAN,Florianópolis,DAE,1.0,,,,1,499,512,13,13,Lido,,61.92,61.92,-11.7,,,112.14,112.14,0
H019 2013 Fevereiro,16,2013,Fevereiro,9097821,2013-02-20,793193,H019,CASAN,Florianópolis,Centro Acadêmico Socioeconômico,1.0,,1.0,,2,1711,1877,166,166,Lido,,1142.78,1142.78,-216.0,,,2069.56,2069.56,0
H020 2013 Fevereiro,17,2013,Fevereiro,2296829,2013-02-20,C09B271060,H020,CASAN,Florianópolis,Centro Socioeconômico,1.0,,,,1,16193,16592,399,399,Lido,,2710.27,2710.27,-512.25,,,4908.29,4908.29,0
H021 2013 Fevereiro,18,2013,Fevereiro,2296632,2013-02-20,B10C001813,H021,CASAN,Florianópolis,Igrejinha UFSC,2.0,,,,2,575,595,20,20,Médio,,82.68,82.68,-15.62,,,149.74,149.74,0
H023 2013 Fevereiro,19,2013,Fevereiro,2296934,2013-02-20,A93S053431,H023,CASAN,Florianópolis,Associação Volantes 1,2.0,,1.0,,3,1612,1938,326,326,Lido,,2258.69,2258.69,-426.88,,,4090.5,4090.5,0
H024 2013 Fevereiro,20,2013,Fevereiro,2296926,2013-02-20,A96C161864,H024,CASAN,Florianópolis,Associação Volantes 2,1.0,,1.0,,2,106,108,2,20,Mínimo,,82.68,82.68,-15.62,,,149.74,149.74,0
H025 2013 Fevereiro,21,2013,Fevereiro,2296900,2013-02-20,D83S122687,H025,CASAN,Florianópolis,CFM Bloco A,1.0,,,,1,3788,4016,228,228,Lido,,1537.04,1537.04,-290.5,,,2783.58,2783.58,0
H026 2013 Fevereiro,22,2013,Fevereiro,9912770,2013-02-20,A11C032293,H026,CASAN,Florianópolis,CFM Bloco B,1.0,,,,1,1361,1428,67,67,Lido,,432.42,432.42,-81.73,,,783.11,783.11,0
H027 2013 Fevereiro,23,2013,Fevereiro,2296888,2013-02-20,654300,H027,CASAN,Florianópolis,Colégio Aplicação,1.0,,1.0,,2,4806,4606,-200,382,Informado,,2815.87,2815.87,-532.2,,,5099.54,5099.54,0
H028 2013 Fevereiro,24,2013,Fevereiro,6205615,2013-02-20,A05S578084,H028,CASAN,Florianópolis,Nativas do Horto Botânico,1.0,,,,1,7408,7408,0,10,Mínimo,,41.34,41.34,-7.82,,,74.86,74.86,0
H029 2013 Fevereiro,25,2013,Fevereiro,7297220,,,H029,CASAN,Florianópolis,Moradia Estudantil - Portaria,1.0,,,,1,1865,1866,1,10,,,41.34,41.34,-7.82,,,74.86,74.86,0
H030 2013 Fevereiro,26,2013,Fevereiro,2296276,,,H030,CASAN,Florianópolis,Moradia Estudantil,,30.0,,,30,4316,5186,870,870,,,4014.64,4014.64,-758.77,,,7270.51,7270.51,0
H032 2013 Fevereiro,27,2013,Fevereiro,2296659,2013-02-20,C11C001977,H032,CASAN,Florianópolis,Biblioteca Central,1.0,,,,1,3642,4482,840,840,Lido,,5735.97,5735.97,-1084.1,,,10387.84,10387.84,0
H033 2013 Fevereiro,28,2013,Fevereiro,2296667,2013-02-20,C09B271075,H033,CASAN,Florianópolis,CTC 1 - R. Delfino Conti,1.0,,1.0,,2,12808,12907,99,188,Informado,,1313.19,1313.19,-248.19,,,2378.19,2378.19,0
H034 2013 Fevereiro,29,2013,Fevereiro,8416621,2013-02-20,C10C005432,H034,CASAN,Florianópolis,CTC Bloco L - R. Delfino Conti,1.0,,,,1,3677,3818,141,141,Lido,,940.13,940.13,-177.68,,,1702.58,1702.58,0
H035 2013 Fevereiro,30,2013,Fevereiro,2296845,2013-02-20,A91T139268,H035,CASAN,Florianópolis,CTC 2 - INEP,1.0,,,,1,2440,2441,1,113,Informado,,748.02,748.02,-141.37,,,1354.67,1354.67,0
H037 2013 Fevereiro,31,2013,Fevereiro,6435548,2013-02-20,C09B271046,H037,CASAN,Florianópolis,CTC Bloco A - POLO,1.0,,,1.0,2,5152,5261,109,109,Lido,,693.3,693.3,-131.04,,,1255.56,1255.56,0
H038 2013 Fevereiro,32,2013,Fevereiro,2296683,2013-02-20,C09B271063,H038,CASAN,Florianópolis,Pavilhão Eng. Mecânica,1.0,,,,1,37801,38628,827,827,Lido,,5646.78,5646.78,-1067.25,,,10226.31,10226.31,0
H040 2013 Fevereiro,33,2013,Fevereiro,2296691,2013-02-20,D96T001244,H040,CASAN,Florianópolis,Reitoria I,1.0,,,,1,9735,9890,155,155,Lido,,1036.19,1036.19,-195.83,,,1876.55,1876.55,0
H041 2013 Fevereiro,34,2013,Fevereiro,2296810,2013-02-20,C09B271043,H041,CASAN,Florianópolis,CCE 1 - Básico,1.0,,1.0,,2,7720,7790,70,70,Lido,,425.74,425.74,-80.45,,,771.03,771.03,0
H042 2013 Fevereiro,35,2013,Fevereiro,2296802,2013-02-20,C11C007092,H042,CASAN,Florianópolis,CCE 2 - R. Eng. Andrey C. Ferreira,1.0,,,,1,1258,1822,564,564,Lido,,3842.33,3842.33,-726.2,,,6958.46,6958.46,0
H043 2013 Fevereiro,36,2013,Fevereiro,6816860,2013-02-20,A94S171408,H043,CASAN,Florianópolis,Casa de Veg. - Depto. Microbiologia,1.0,,,,1,476,481,5,10,Mínimo,,41.34,41.34,-7.82,,,74.86,74.86,0
H044 2013 Fevereiro,37,2013,Fevereiro,2296896,2013-02-20,C11C001100,H044,CASAN,Florianópolis,CCB Carvoeira 1 - Lab. de ensino e pesquisa,1.0,,,,1,1742,2047,305,305,Lido,,2065.34,2065.34,-390.35,,,3740.33,3740.33,0
H045 2013 Fevereiro,38,2013,Fevereiro,2296772,2013-02-20,B11C039161,H045,CASAN,Florianópolis,Museu de Antropologia,1.0,,,,1,173,181,8,10,Mínimo,,41.34,41.34,-7.82,,,74.86,74.86,0
H046 2013 Fevereiro,39,2013,Fevereiro,2296780,2013-02-20,A99S472251,H046,CASAN,Florianópolis,Horto Botânico,1.0,,,,1,5277,5558,281,281,Lido,,1900.67,1900.67,-359.22,,,3442.12,3442.12,0
H047 2013 Fevereiro,40,2013,Fevereiro,2296837,2013-02-20,A95S006744,H047,CASAN,Florianópolis,Creche UFSC,1.0,,,,1,9896,193,-9703,297,Lido,,2010.45,2010.45,-379.98,,,3640.92,3640.92,0
H048 2013 Fevereiro,41,2013,Fevereiro,2296764,2013-02-20,C11C004576,H048,CASAN,Florianópolis,Centro de Filosofia e Humanas 1,1.0,,,,1,2887,2991,104,104,Lido,,686.27,686.27,-129.71,,,1242.83,1242.83,0
H049 2013 Fevereiro,42,2013,Fevereiro,9197478,2013-02-20,A11C030894,H049,CASAN,Florianópolis,Centro de Educação 1,1.0,,,,1,471,589,118,118,Lido,,782.33,782.33,-147.86,,,1416.8,1416.8,0
H050 2013 Fevereiro,43,2013,Fevereiro,2296748,2013-02-20,C10C005435,H050,CASAN,Florianópolis,Centro de Educação 2,1.0,,,,1,2412,2431,19,19,Lido,,103.09,103.09,-19.49,,,186.69,186.69,0
H051 2013 Fevereiro,44,2013,Fevereiro,2296756,2013-02-20,A10C021613,H051,CASAN,Florianópolis,Centro de Convivência,1.0,,5.0,,6,1687,1712,25,60,Mínimo,,248.04,248.04,-46.87,,,449.21,449.21,0
H052 2013 Fevereiro,45,2013,Fevereiro,2296730,2013-02-20,A99S330478,H052,CASAN,Florianópolis,Restaurante Universitário 1,,,1.0,,1,7392,7992,600,600,Médio,,5062.61,5062.61,-956.83,,,9168.39,9168.39,0
H053 2013 Fevereiro,46,2013,Fevereiro,2296713,2013-02-20,C11C001080,H053,CASAN,Florianópolis,Centro de Eventos,1.0,,,,1,5964,7165,1201,1201,Lido,,8212.79,8212.79,-1552.23,,,14873.35,14873.35,0
H054 2013 Fevereiro,47,2013,Fevereiro,6923020,2013-02-20,A97C099411,H054,CASAN,Florianópolis,Arquitetura e Urbanismo,1.0,,,,1,16203,16579,376,376,Lido,,2552.47,2552.47,-482.42,,,4622.52,4622.52,0
H055 2013 Fevereiro,48,2013,Fevereiro,2296705,2013-02-20,434,H055,CASAN,Florianópolis,Centro de Desportos,1.0,,1.0,,2,21650,26011,4361,4361,Médio,,33636.41,,-3178.64,,,30457.77,30457.77,0
H056 2013 Fevereiro,49,2013,Fevereiro,2296721,2013-02-20,000R128,H056,CASAN,Florianópolis,Restaurante Universitário 2,1.0,,1.0,,2,66805,69243,2438,2438,Lido,,18741.24,18741.24,-3542.09,,,33940.39,33940.39,0
H057 2013 Fevereiro,50,2013,Fevereiro,2297108,,A95L322012,H057,CASAN,Florianópolis,Setor da Hidráulica,1.0,,,,1,1433,1470,37,37,,,226.59,,-21.42,,,205.17,205.17,0
H058 2013 Fevereiro,51,2013,Fevereiro,9611070,,,H058,CASAN,Florianópolis,CCB MIP 2,1.0,,,,1,685,1180,495,495,,,3368.93,3368.93,-636.74,,,6101.12,6101.12,0
H059 2013 Fevereiro,52,2013,Fevereiro,2296675,2013-02-20,C09B271069,H059,CASAN,Florianópolis,CTC 3,1.0,,,,1,7901,7941,40,40,Lido,,247.17,247.17,-46.71,,,447.63,447.63,0
H061 2013 Fevereiro,53,2013,Fevereiro,2296870,2013-02-20,A92S130327,H061,CASAN,Florianópolis,CCB Anatômico,1.0,,1.0,,2,3878,4090,212,212,Lido,,1499.09,1499.09,-283.33,,,2714.85,2714.85,0
H072 2013 Fevereiro,54,2013,Fevereiro,2297167,,,H072,CASAN,Florianópolis,CCA 1,1.0,,,,1,7584,7778,194,194,,,1303.76,,-123.2,,,1180.56,1180.56,0
H073 2013 Fevereiro,55,2013,Fevereiro,2297175,,,H073,CASAN,Florianópolis,Estação Experimental de Aquicultura,1.0,,,,1,4329,4426,97,97,,,638.25,,-60.32,,,577.93,577.93,0
H074 2013 Fevereiro,56,2013,Fevereiro,2297183,,,H074,CASAN,Florianópolis,CCA 2,1.0,,,,1,5045,5501,456,456,,,3101.35,,-293.07,,,2808.28,2808.28,0
H081 2013 Fevereiro,57,2013,Fevereiro,2295652,,,H081,CASAN,Florianópolis,UFSC do MEC,1.0,,,,1,293,357,64,64,,,411.83,411.83,-77.84,,,745.82,745.82,0
H082 2013 Fevereiro,58,2013,Fevereiro,5716594,,,H082,CASAN,Florianópolis,CCA - Tapera,1.0,,,,1,5218,5345,127,127,,,844.08,,-79.77,,,764.31,764.31,0
H083 2013 Fevereiro,59,2013,Fevereiro,6997937,,,H083,CASAN,Florianópolis,Casa da Arte,1.0,,,,1,373,406,33,33,,,199.14,199.14,-37.64,,,360.64,360.64,0
H084 2013 Fevereiro,60,2013,Fevereiro,9197419,2013-02-20,,H084,CASAN,Florianópolis,"Centro de Pesquisa - Bc dos Coroas, SN",1.0,,,,1,4642,4852,210,210,Lido,,1413.54,1413.54,-267.16,,,2559.92,2559.92,0
H085 2013 Fevereiro,61,2013,Fevereiro,12791172,,,H085,CASAN,Florianópolis,Fortaleza de São José da Ponta Grossa,1.0,,,,1,59,66,7,10,,,41.34,,-3.9,,,37.44,37.44,0
H086 2013 Fevereiro,62,2013,Fevereiro,12799408,,,H086,CASAN,Florianópolis,UFSC - Jurerê,1.0,,,,1,4,6,2,10,,,41.34,,-3.9,,,37.44,37.44,0
H087 2013 Fevereiro,63,2013,Fevereiro,13018540,,,H087,CASAN,Florianópolis,UFSC-Sambaqui,1.0,,,,1,3532,3557,25,25,,,144.26,,-13.63,,,130.63,130.63,0
H088 2013 Fevereiro,64,2013,Fevereiro,2294605,,,H088,CASAN,Florianópolis,Casa Vida e Saúde,1.0,,,,1,5,9,4,10,,,41.34,41.34,-7.82,,,74.86,74.86,0
H089 2013 Fevereiro,65,2013,Fevereiro,2347660,2013-02-20,,H089,CASAN,Florianópolis,"Estação de Maricultura Bc dos Coroas, 502",1.0,,,,1,30346,30546,200,200,Lido,,1344.93,1344.93,-254.19,,,2435.67,2435.67,0
H090 2013 Fevereiro,66,2013,Fevereiro,2347679,2013-02-20,,H090,CASAN,Florianópolis,"Estação de Maricultura Bc dos Coroas, SN",1.0,,,,1,182,260,78,78,Lido,,507.89,507.89,-95.99,,,919.79,919.79,0
H106 2013 Fevereiro,67,2013,Fevereiro,14948508,2013-02-15,,H106,CASAN,Araquari,Barra do Itapocu - Baln. Barra do Sul,1.0,,,,1,11,28,17,17,Lido,,89.37,,-8.44,,,80.93,80.93,0
