CODIGO,CATEGORIA,ANO,MÊS,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_CONSUMIDO,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,VERIFICACAO,DIFERENCA
H028 2013 Janeiro,24,2013,Janeiro,6205615,2013-01-19,A05S578084,H028,CASAN,Florianópolis,Nativas do Horto Botânico,1.0,,,,1,7408,7408,0,10,Mínimo,,41.34,41.34,-7.96,,1.5,76.22,76.22,0
H029 2013 Janeiro,25,2013,Janeiro,7297220,,,H029,CASAN,Florianópolis,Moradia Estudantil - Portaria,1.0,,,,1,1864,1865,1,10,,,41.34,41.34,-7.96,,1.5,76.22,76.22,0
H030 2013 Janeiro,26,2013,Janeiro,2296276,2013-01-17,B11C073045,H030,CASAN,Florianópolis,Moradia Estudantil,0.0,30.0,0.0,0.0,30,3183,4316,1133,1133,Lido,,5908.82,5908.82,-1126.7,,105.0,10795.94,10795.94,0
H032 2013 Janeiro,27,2013,Janeiro,2296659,2013-01-18,C11C001977,H032,CASAN,Florianópolis,Biblioteca Central,1.0,,,,1,2900,3642,742,742,Lido,,5063.59,5063.59,-967.94,,115.56,9274.8,9274.8,0
H033 2013 Janeiro,28,2013,Janeiro,2296667,2013-01-18,C09B271075,H033,CASAN,Florianópolis,CTC 1 - R. Delfino Conti,1.0,,1.0,,2,12760,12808,48,48,Lido,,274.78,274.78,-58.49,,69.45,560.52,560.52,0
H034 2013 Janeiro,29,2013,Janeiro,8416621,2013-01-18,C10C005432,H034,CASAN,Florianópolis,CTC Bloco L - R. Delfino Conti,1.0,,,,1,3606,3677,71,71,Lido,,459.86,459.86,-90.6,,39.02,868.14,868.14,0
H035 2013 Janeiro,30,2013,Janeiro,2296845,2013-01-18,A91T139268,H035,CASAN,Florianópolis,CTC 2 - INEP,1.0,,,,1,2440,2440,0,98,Informado,,645.11,645.11,-123.6,,17.65,1184.27,1184.27,0
H037 2013 Janeiro,31,2013,Janeiro,6435548,2013-01-18,C09B271046,H037,CASAN,Florianópolis,CTC Bloco A - POLO,1.0,,,1.0,2,5104,5152,48,48,Lido,,274.78,274.78,-54.5,,27.1,522.16,522.16,0
H038 2013 Janeiro,32,2013,Janeiro,2296683,2013-01-18,C09B271063,H038,CASAN,Florianópolis,Pavilhão Eng. Mecânica,1.0,,,,1,36996,37801,805,805,Lido,,5495.84,5495.84,-1063.19,,258.95,10187.44,10187.44,0
H040 2013 Janeiro,33,2013,Janeiro,2296691,2013-01-18,D96T001244,H040,CASAN,Florianópolis,Reitoria I,1.0,,,,1,9652,9735,83,83,Lido,,542.19,542.19,-108.71,,66.11,1041.78,1041.78,0
H041 2013 Janeiro,34,2013,Janeiro,2296810,2013-01-18,C09B271043,H041,CASAN,Florianópolis,CCE 1 - Básico,1.0,,1.0,,2,7511,7720,209,209,Médio,,1475.85,1475.85,-284.07,,54.3,2721.93,2721.93,0
H042 2013 Janeiro,35,2013,Janeiro,2296802,2013-01-18,C11C007092,H042,CASAN,Florianópolis,CCE 2 - R. Eng. Andrey C. Ferreira,1.0,,,,1,1045,1258,213,213,Lido,,1434.12,1434.12,-281.58,,111.34,2698.0,2698.0,0
H043 2013 Janeiro,36,2013,Janeiro,6816860,2013-01-18,A94S171408,H043,CASAN,Florianópolis,Casa de Veg. - Depto. Microbiologia,1.0,,,,1,473,476,3,10,Mínimo,,41.34,41.34,-7.96,,1.5,76.22,76.22,0
H044 2013 Janeiro,37,2013,Janeiro,2296896,2013-01-18,C11C001100,H044,CASAN,Florianópolis,CCB Carvoeira 1 - Lab. de ensino e pesquisa,1.0,,,,1,1373,1742,369,369,Lido,,2504.44,2504.44,-488.25,,157.81,4678.44,4678.44,0
H045 2013 Janeiro,38,2013,Janeiro,2296772,2013-01-18,B11C039161,H045,CASAN,Florianópolis,Museu de Antropologia,1.0,,,,1,162,173,11,11,Lido,,48.2,48.2,-10.2,,11.44,97.64,97.64,0
H046 2013 Janeiro,39,2013,Janeiro,2296780,2013-01-18,A99S472251,H046,CASAN,Florianópolis,Horto Botânico,1.0,,,,1,4999,5277,278,278,Lido,,1880.09,1880.09,-362.53,,76.05,3473.7,3473.7,0
H047 2013 Janeiro,40,2013,Janeiro,2296837,2013-01-18,A95S006744,H047,CASAN,Florianópolis,Creche UFSC,1.0,,,,1,9731,9896,165,165,Lido,,1104.79,1104.79,-215.49,,70.83,2064.92,2064.92,0
H048 2013 Janeiro,41,2013,Janeiro,2296764,2013-01-18,C11C004576,H048,CASAN,Florianópolis,Centro de Filosofia e Humanas 1,1.0,,,,1,2839,2887,48,48,Lido,,302.06,302.06,-65.42,,88.23,626.93,626.93,0
H049 2013 Janeiro,42,2013,Janeiro,9197478,2013-01-18,A11C030894,H049,CASAN,Florianópolis,Centro de Educação 1,1.0,,,,1,311,471,160,160,Lido,,1070.49,1070.49,-206.2,,41.01,1975.79,1975.79,0
H050 2013 Janeiro,43,2013,Janeiro,2296748,2013-01-18,C10C005435,H050,CASAN,Florianópolis,Centro de Educação 2,1.0,,,,1,2405,2412,7,10,Mínimo,,41.34,41.34,-11.08,,34.55,106.15,106.15,0
H051 2013 Janeiro,44,2013,Janeiro,2296756,2013-01-18,A10C021613,H051,CASAN,Florianópolis,Centro de Convivência,1.0,,5.0,,6,1663,1687,24,60,Mínimo,,248.04,248.04,-47.72,,8.98,457.34,457.34,0
H052 2013 Janeiro,45,2013,Janeiro,2296730,2013-01-18,A99S330478,H052,CASAN,Florianópolis,Restaurante Universitário 1,,,1.0,,1,7319,7392,73,73,Lido,,514.28,514.28,-119.54,,236.51,1145.53,1145.53,0
H053 2013 Janeiro,46,2013,Janeiro,2296713,2013-01-18,C11C001080,H053,CASAN,Florianópolis,Centro de Eventos,1.0,,,,1,4769,5964,1195,1195,Lido,,8171.63,8171.63,-1595.26,,537.77,15285.77,15285.77,0
H054 2013 Janeiro,47,2013,Janeiro,6923020,2013-01-18,A97C099411,H054,CASAN,Florianópolis,Arquitetura e Urbanismo,1.0,,,,1,15358,16203,845,845,Lido,,5770.28,5770.28,-1099.51,,94.44,10535.49,10535.49,0
H055 2013 Janeiro,48,2013,Janeiro,2296705,2013-01-18,434,H055,CASAN,Florianópolis,Centro de Desportos,1.0,,1.0,,2,17351,21650,4299,4299,Médio,,33156.17,,-3181.32,,508.58,30483.43,30483.43,0
H056 2013 Janeiro,49,2013,Janeiro,2296721,2013-01-18,000R128,H056,CASAN,Florianópolis,Restaurante Universitário 2,1.0,,1.0,,2,65947,66805,858,858,Médio,,6502.88,6502.88,-1236.04,,73.94,11843.66,11843.66,0
H057 2013 Janeiro,50,2013,Janeiro,2297108,,A95L322012,H057,CASAN,Florianópolis,Setor da Hidráulica,1.0,,,,1,1403,1433,30,30,,,178.56,,-17.14,,2.86,164.28,164.28,0
H058 2013 Janeiro,51,2013,Janeiro,9611070,,,H058,CASAN,Florianópolis,CCB MIP 2,1.0,,,,1,476,685,209,209,,,1406.68,1406.68,-270.86,,52.94,2595.44,2595.44,0
H059 2013 Janeiro,52,2013,Janeiro,2296675,2013-01-18,C09B271069,H059,CASAN,Florianópolis,CTC 3,1.0,,,,1,7861,7901,40,40,Lido,,247.17,247.17,-47.51,,8.46,455.29,455.29,0
H061 2013 Janeiro,53,2013,Janeiro,2296870,2013-01-18,A92S130327,H061,CASAN,Florianópolis,CCB Anatômico,1.0,,1.0,,2,3690,3878,188,188,Lido,,1313.19,1313.19,-250.17,,20.89,2397.1,2397.1,0
H072 2013 Janeiro,54,2013,Janeiro,2297167,,,H072,CASAN,Florianópolis,CCA 1,1.0,,,,1,7400,7584,184,184,,,1235.15,,-120.93,,44.49,1158.71,1158.71,0
H073 2013 Janeiro,55,2013,Janeiro,2297175,,,H073,CASAN,Florianópolis,Estação Experimental de Aquicultura,1.0,,,,1,4218,4329,111,111,,,734.3,,-70.0,,6.46,670.76,670.76,0
H074 2013 Janeiro,56,2013,Janeiro,2297183,,,H074,CASAN,Florianópolis,CCA 2,1.0,,,,1,4367,5045,678,678,,,4624.49,,-443.9,,72.94,4253.53,4253.53,0
H081 2013 Janeiro,57,2013,Janeiro,2295652,,,H081,CASAN,Florianópolis,UFSC do MEC,1.0,,,,1,246,293,47,47,,,295.2,295.2,-56.67,,9.2,542.93,542.93,0
H082 2013 Janeiro,58,2013,Janeiro,5716594,,,H082,CASAN,Florianópolis,CCA - Tapera,1.0,,,,1,5071,5218,147,147,,,981.3,,-94.5,,18.64,905.44,905.44,0
H083 2013 Janeiro,59,2013,Janeiro,6997937,,,H083,CASAN,Florianópolis,Casa da Arte,1.0,,,,1,326,373,47,47,,,295.2,295.2,-56.76,,10.2,543.84,543.84,0
H084 2013 Janeiro,60,2013,Janeiro,9197419,2013-01-18,,H084,CASAN,Florianópolis,"Centro de Pesquisa - Bc dos Coroas, SN",1.0,,,,1,4457,4642,185,185,Lido,,1242.01,1242.01,-236.82,,22.12,2269.32,2269.32,0
H085 2013 Janeiro,61,2013,Janeiro,12791172,,,H085,CASAN,Florianópolis,Fortaleza de São José da Ponta Grossa,1.0,,,,1,47,59,12,12,,,55.06,,-5.27,,0.75,50.54,50.54,0
H086 2013 Janeiro,62,2013,Janeiro,12799408,,,H086,CASAN,Florianópolis,UFSC - Jurerê,1.0,,,,1,952,4,-948,10,,,41.34,,-3.97,,0.75,38.12,38.12,0
H087 2013 Janeiro,63,2013,Janeiro,13018540,,,H087,CASAN,Florianópolis,UFSC-Sambaqui,1.0,,,,1,3506,3532,26,26,,,151.12,,-14.47,,1.99,138.64,138.64,0
H088 2013 Janeiro,64,2013,Janeiro,2294605,,,H088,CASAN,Florianópolis,Casa Vida e Saúde,1.0,,,,1,5,5,0,10,,,41.34,41.34,-7.96,,1.5,76.22,76.22,0
H089 2013 Janeiro,65,2013,Janeiro,2347660,2013-01-18,,H089,CASAN,Florianópolis,"Estação de Maricultura Bc dos Coroas, 502",1.0,,,,1,30109,30346,237,237,Lido,,1598.79,1598.79,-310.08,,83.75,2971.25,2971.25,0
H090 2013 Janeiro,66,2013,Janeiro,2347679,2013-01-18,,H090,CASAN,Florianópolis,"Estação de Maricultura Bc dos Coroas, SN",1.0,,,,1,140,182,42,42,Lido,,260.89,260.89,-49.67,,3.73,475.84,475.84,0
H106 2013 Janeiro,67,2013,Janeiro,14948508,2013-01-15,,H106,CASAN,Araquari,Barra do Itapocu - Baln. Barra do Sul,1.0,,,,1,0,11,11,10,Mínimo,,41.34,,-3.9,,,37.44,37.44,0
