CODIGO,CATEGORIA,ANO,MES,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_CONSUMIDO,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,VERIFICACAO,DIFERENCA
H035 2016 Agosto,30,2016,Agosto,2296845,2016-08-13,B10C022164,H035,CASAN,Florianópolis,CTC 2 - INEP,1.0,,,,1,781,804,23,23,Lido,,167.25,167.25,-31.62,,,302.88,302.88,0
H037 2016 Agosto,31,2016,Agosto,6435548,2016-08-19,Y13F347112,H037,CASAN,Florianópolis,CTC Bloco A - POLO,1.0,,,1.0,2,3133,3238,105,105,Lido,,853.14,853.14,-161.24,,,1545.04,1545.04,0
H038 2016 Agosto,32,2016,Agosto,2296683,2016-08-19,B10C014806,H038,CASAN,Florianópolis,Pavilhão Eng. Mecânica,1.0,,,,1,2418,2669,251,251,Lido,,2171.48,2171.48,-410.41,,,3932.55,3932.55,0
H040 2016 Agosto,33,2016,Agosto,2296691,2016-08-19,C11C000642,H040,CASAN,Florianópolis,Reitoria I,1.0,,,,1,12727,12972,245,245,Lido,,2118.74,2118.74,-400.43,,,3837.05,3837.05,0
H041 2016 Agosto,34,2016,Agosto,2296810,2016-08-19,C11C010608,H041,CASAN,Florianópolis,CCE 1 - Básico,1.0,,1.0,,2,5879,6080,201,201,Lido,,1811.52,1811.52,-342.38,,,3280.66,3280.66,0
H042 2016 Agosto,35,2016,Agosto,2296802,2016-08-19,C11C001909,H042,CASAN,Florianópolis,CCE 2 - R. Eng. Andrey C. Ferreira,1.0,,,,1,3469,3727,258,258,Médio,,2233.01,2233.01,-422.04,,,4043.98,4043.98,0
H043 2016 Agosto,36,2016,Agosto,6816860,2016-08-13,A94S171408,H043,CASAN,Florianópolis,Casa de Veg. - Depto. Microbiologia,1.0,,,,1,708,713,5,10,Mínimo,,52.97,52.97,-10.02,,,95.92,95.92,0
H044 2016 Agosto,37,2016,Agosto,2296896,2016-08-19,C11C001908,H044,CASAN,Florianópolis,CCB Carvoeira 1 - Lab. de ensino e pesquisa,1.0,,,,1,1245,1422,177,177,Lido,,1520.98,1520.98,-287.46,,,2754.5,2754.5,0
H045 2016 Agosto,38,2016,Agosto,2296772,2016-08-13,B11C039161,H045,CASAN,Florianópolis,Museu de Antropologia,1.0,,,,1,707,743,36,36,Lido,,281.52,281.52,-53.21,,,509.83,509.83,0
H046 2016 Agosto,39,2016,Agosto,2296780,2016-08-13,B10C017966,H046,CASAN,Florianópolis,Horto Botânico,1.0,,,,1,484,577,93,93,Lido,,782.58,782.58,-147.9,,,1417.26,1417.26,0
H047 2016 Agosto,40,2016,Agosto,2296837,2016-08-13,C11C009598,H047,CASAN,Florianópolis,Creche UFSC,1.0,,,,1,17986,19356,1370,1370,Lido,,12008.05,12008.05,-2269.51,,,21746.59,21746.59,0
H048 2016 Agosto,41,2016,Agosto,2296764,2016-08-19,C11C001910,H048,CASAN,Florianópolis,Centro de Filosofia e Humanas 1,1.0,,,,1,3735,4239,504,504,Lido,,4395.48,4395.48,-830.75,,,7960.21,7960.21,0
H049 2016 Agosto,42,2016,Agosto,9197478,2016-08-19,B10C019220,H049,CASAN,Florianópolis,Centro de Educação 1,1.0,,,,1,1517,1690,173,173,Lido,,1485.82,1485.82,-280.83,,,2690.81,2690.81,0
H050 2016 Agosto,43,2016,Agosto,2296748,2016-08-19,A13C020929,H050,CASAN,Florianópolis,Centro de Educação 2,1.0,,,,1,2469,3138,669,669,Informado,,5845.91,5845.91,-1104.88,,,10586.94,10586.94,0
H051 2016 Agosto,44,2016,Agosto,2296756,2016-08-19,A13C043944,H051,CASAN,Florianópolis,Centro de Convivência,1.0,,5.0,,6,415,418,3,60,Informado,,317.82,317.82,-60.07,,,575.57,575.57,0
H053 2016 Agosto,45,2016,Agosto,2296713,2016-08-19,C11C010440,H053,CASAN,Florianópolis,Centro de Eventos,1.0,,,,1,22454,24355,1901,1901,Lido,,16675.81,16675.81,-3151.74,,,30199.88,30199.88,0
H054 2016 Agosto,46,2016,Agosto,6923020,2016-08-13,B10C002843,H054,CASAN,Florianópolis,Arquitetura e Urbanismo,1.0,,,,1,12082,12412,330,330,Lido,,2865.93,2865.93,-541.67,,,5190.19,5190.19,0
H055 2016 Agosto,47,2016,Agosto,2296705,2016-08-19,G15AA00021,H055,CASAN,Florianópolis,Centro de Desportos,1.0,,1.0,,2,46611,49802,3191,3191,Médio,,31484.88,,-2975.32,,,28509.56,28509.56,0
H056 2016 Agosto,48,2016,Agosto,2296721,2016-08-19,E11C000742,H056,CASAN,Florianópolis,Restaurante Universitário 2,1.0,,1.0,,2,6532,6546,14,20,Informado,,105.94,105.94,-20.03,,,191.85,191.85,0
H057 2016 Agosto,49,2016,Agosto,2297108,2016-08-18,A95L322012,H057,CASAN,Florianópolis,Setor da Hidráulica,1.0,,,,1,2546,2561,15,15,Lido,,96.92,,-9.16,,,87.76,87.76,0
H058 2016 Agosto,50,2016,Agosto,9611070,2016-08-18,C11C005856,H058,CASAN,Florianópolis,CCB MIP 2,1.0,,,,1,20609,20967,358,358,Informado,,3112.06,3112.06,-588.18,,,5635.94,5635.94,0
H059 2016 Agosto,51,2016,Agosto,2296675,2016-08-19,A13C020930,H059,CASAN,Florianópolis,CTC 3,1.0,,,,1,596,625,29,29,Lido,,219.99,219.99,-41.58,,,398.4,398.4,0
H060 2016 Agosto,52,2016,Agosto,5329663,2016-08-12,A13C021299,H060,CASAN,Florianópolis,Reitoria II,1.0,,,,1,1787,1871,84,84,Lido,,703.47,703.47,-132.96,,,1273.98,1273.98,0
H061 2016 Agosto,53,2016,Agosto,2296870,2016-08-19,B10C013871,H061,CASAN,Florianópolis,CCB Anatômico,1.0,,1.0,,2,7871,7916,45,45,Informado,,325.7,325.7,-61.55,,,589.85,589.85,0
H062 2016 Agosto,54,2016,Agosto,15023672,2016-08-19,C11C010415,H062,CASAN,Florianópolis,CFM - Bloco EFI - R. Eng. Agr. Andrey C. Ferreira,1.0,,,,1,5450,5878,428,428,Lido,,3727.4,3727.4,-704.48,,,6750.32,6750.32,0
H072 2016 Agosto,55,2016,Agosto,2297167,2016-08-18,B10C017343,H072,CASAN,Florianópolis,CCA 1,1.0,,,,1,2752,3269,517,517,Informado,,4509.75,,-426.17,,,4083.58,4083.58,0
H073 2016 Agosto,56,2016,Agosto,2297175,2016-08-24,A05S578217,H073,CASAN,Florianópolis,Estação Experimental de Aquicultura,1.0,,,,1,7825,7930,105,105,Lido,,888.07,,-83.92,,,804.15,804.15,0
H074 2016 Agosto,57,2016,Agosto,2297183,2016-08-18,C11C010252,H074,CASAN,Florianópolis,CCA 2,1.0,,,,1,5505,5995,490,490,Informado,,4272.41,,-403.74,,,3868.67,3868.67,0
H076 2016 Agosto,58,2016,Agosto,2297361,2016-08-12,A10C001421,H076,CASAN,Florianópolis,"Cidade das Abelhas - Rod. Virgílio Várzea, 2600",1.0,,,,1,1210,1225,15,15,Lido,,96.92,,-9.16,,,87.76,87.76,0
H081 2016 Agosto,59,2016,Agosto,2295652,2016-08-18,A13C040670,H081,CASAN,Florianópolis,UFSC do MEC,1.0,,,,1,1886,2044,158,158,Informado,,1353.96,1353.96,-255.9,,,2452.02,2452.02,0
H082 2016 Agosto,60,2016,Agosto,5716594,2016-08-11,C11C010040,H082,CASAN,Florianópolis,CCA - Tapera,1.0,,,,1,5858,6381,523,523,Lido,,4562.5,,-431.17,,,4131.33,4131.33,0
H083 2016 Agosto,61,2016,Agosto,6997937,2016-08-18,Y11C071117,H083,CASAN,Florianópolis,Casa da Arte,,,1.0,,1,619,622,3,10,Mínimo,,52.97,52.97,-10.02,,,95.92,95.92,0
H084 2016 Agosto,62,2016,Agosto,9197419,2016-08-01,B11C024230,H084,CASAN,Florianópolis,"Centro de Pesquisa - Bc dos Coroas, SN",1.0,,,,1,6932,6992,60,60,Lido,,492.5,492.5,-93.08,,,891.92,891.92,0
H085 2016 Agosto,63,2016,Agosto,12791172,2016-08-16,Y11C048501,H085,CASAN,Florianópolis,Fortaleza de São José da Ponta Grossa,1.0,,,,1,321,319,-2,10,Mínimo,,52.97,,-5.0,,,47.97,47.97,0
H086 2016 Agosto,64,2016,Agosto,12799408,2016-08-16,Y11C056745,H086,CASAN,Florianópolis,UFSC - Jurerê,1.0,,,,1,128,119,-9,10,Mínimo,,52.97,,-5.0,,,47.97,47.97,0
H087 2016 Agosto,65,2016,Agosto,13018540,2016-08-15,A06S080329,H087,CASAN,Florianópolis,UFSC-Sambaqui,1.0,,,,1,5065,5112,47,47,Lido,,378.22,,-35.74,,,342.48,342.48,0
H088 2016 Agosto,66,2016,Agosto,2294605,2016-08-18,Y11C073654,H088,CASAN,Florianópolis,Casa Vida e Saúde,1.0,,,,1,43,43,0,10,Mínimo,,52.97,52.97,-10.02,,,95.92,95.92,0
H089 2016 Agosto,67,2016,Agosto,2347660,2016-08-01,B10C016433,H089,CASAN,Florianópolis,"Estação de Maricultura Bc dos Coroas, 502",1.0,,,,1,11692,11864,172,172,Lido,,1477.03,1477.03,-279.15,,,2674.91,2674.91,0
H090 2016 Agosto,68,2016,Agosto,2347679,2016-08-12,A15C030480,H090,CASAN,Florianópolis,"Estação de Maricultura Bc dos Coroas, SN",1.0,,,,1,101,133,32,32,Lido,,246.36,246.36,-46.56,,,446.16,446.16,0
H100 2016 Agosto,69,2016,Agosto,2134608,2016-08-18,C13S011801,H100,ÁGUAS DE JOINVILLE,Joinville,R. Pres. Prud. De Moraes - Joinville,1.0,,,,1,2248,2313,65,65,Lido,,443.69,354.95,-77.61,,22.65,743.68,743.68,0
H101 2016 Agosto,70,2016,Agosto,2141582,2016-08-18,Y10S819731,H101,ÁGUAS DE JOINVILLE,Joinville,"R. João Vogelsanger, 108 - Joinville",1.0,,,,1,154,167,13,13,Lido,,67.73,54.18,-11.6,,0.86,111.17,111.17,0
H102 2016 Agosto,71,2016,Agosto,2278022,2016-08-18,A150001495,H102,ÁGUAS DE JOINVILLE,Joinville,R. João Colin (1) - Joinville,1.0,,,,1,1043,1146,103,103,Lido,,718.43,574.74,-125.21,,31.87,1199.83,1199.83,0
H104 2016 Agosto,72,2016,Agosto,7876009,2016-08-18,Y11G512276,H104,ÁGUAS DE JOINVILLE,Joinville,"R. João Vogelsanger, 200 - Joinville",1.0,,,,1,831,847,16,16,Lido,,89.42,71.54,-15.3,,0.9,146.56,146.56,0
H105 2016 Agosto,73,2016,Agosto,8686432,2016-08-18,Y10S819735,H105,ÁGUAS DE JOINVILLE,Joinville,R. João Colin (2) - Joinville,1.0,,,,1,130,130,0,10,Mínimo,,46.04,36.83,-7.97,,1.56,76.46,76.46,0
H106 2016 Agosto,74,2016,Agosto,14948508,2016-08-17,B11C061116,H106,CASAN,Araquari,Barra do Itapocu - Baln. Barra do Sul,1.0,,,,1,990,995,5,10,Mínimo,,52.97,,-5.0,,,47.97,47.97,0
H107 2016 Agosto,75,2016,Agosto,2131650,2016-08-12,A12G092144,H107,ÁGUAS DE JOINVILLE,Joinville,"R. João Colin, 2728",1.0,,,,1,48,54,6,10,Mínimo,,46.04,36.83,-7.97,,1.52,76.42,76.42,0
H200 2016 Agosto,76,2016,Agosto,15431797,2016-08-16,Y13F424343,H200,CASAN,Curitibanos,Curitibanos CEDUP,1.0,,,,1,2360,2456,96,96,Lido,,808.95,,-76.45,,,732.5,732.5,0
H300 2016 Agosto,77,2016,Agosto,196916,2016-08-28,A15L279126,H300,SAMAE Araranguá,Araranguá,Mato Alto,1.0,,,,1,0,28,28,49,Lido,,422.81,,,,,422.81,422.81,0
H400 2016 Agosto,78,2016,Agosto,89548,2016-08-03,Y10N450699,H400,SAMAE Blumenau,Blumenau,"R. Pomerode, 710 - Blumenau",1.0,,,,1,1559,1658,99,99,Informado,,491.64,,,50.21,,541.85,541.85,0
H401 2016 Agosto,79,2016,Agosto,38988,2016-08-12,A12S141289,H401,SAMAE Blumenau,Blumenau,"R. João Pessoa, 2750 - Blumenau",1.0,,,,1,1283,1321,38,38,Informado,,173.22,205.4,-19.41,67.18,,426.39,426.39,0
