CODIGO,CATEGORIA,ANO,MÊS,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_CONSUMIDO,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,VERIFICACAO,DIFERENCA
H043 2013 Maio,36,2013,Maio,6816860,2013-05-17,A94S171408,H043,CASAN,Florianópolis,Casa de Veg. - Depto. Microbiologia,1.0,,,,1,491,498,7,10,Mínimo,,41.34,41.34,-7.82,,,74.86,74.86,0
H044 2013 Maio,37,2013,Maio,2296896,2013-05-17,C11C001100,H044,CASAN,Florianópolis,CCB Carvoeira 1 - Lab. de ensino e pesquisa,1.0,,,,1,2995,3204,209,209,Lido,,1406.68,1406.68,-265.86,,,2547.5,2547.5,0
H045 2013 Maio,38,2013,Maio,2296772,2013-05-17,B11C039161,H045,CASAN,Florianópolis,Museu de Antropologia,1.0,,,,1,203,214,11,11,Lido,,48.2,48.2,-9.11,,,87.29,87.29,0
H046 2013 Maio,39,2013,Maio,2296780,2013-05-17,A99S472251,H046,CASAN,Florianópolis,Horto Botânico,1.0,,,,1,5997,6167,170,170,Lido,,1139.1,1139.1,-215.29,,,2062.91,2062.91,0
H047 2013 Maio,40,2013,Maio,2296837,2013-05-17,A95S006744,H047,CASAN,Florianópolis,Creche UFSC,1.0,,,,1,1075,1323,248,248,Lido,,1674.26,1674.26,-316.45,,,3032.07,3032.07,0
H048 2013 Maio,41,2013,Maio,2296764,2013-05-17,C11C004576,H048,CASAN,Florianópolis,Centro de Filosofia e Humanas 1,1.0,,,,1,3636,4094,458,458,Lido,,3115.07,3115.07,-588.75,,,5641.39,5641.39,0
H049 2013 Maio,42,2013,Maio,9197478,2013-05-17,A11C030894,H049,CASAN,Florianópolis,Centro de Educação 1,1.0,,,,1,924,1221,297,297,Lido,,2010.45,2010.45,-379.98,,,3640.92,3640.92,0
H050 2013 Maio,43,2013,Maio,2296748,2013-05-17,C10C005435,H050,CASAN,Florianópolis,Centro de Educação 2,1.0,,,,1,2691,2875,184,184,Lido,,1235.15,1235.15,-233.44,,,2236.86,2236.86,0
H051 2013 Maio,44,2013,Maio,2296756,2013-05-17,A10C021613,H051,CASAN,Florianópolis,Centro de Convivência,1.0,,5.0,,6,1788,1828,40,60,Mínimo,,248.04,248.04,-46.87,,,449.21,449.21,0
H052 2013 Maio,45,2013,Maio,2296730,2013-05-17,A99S330478,H052,CASAN,Florianópolis,Restaurante Universitário 1,,,1.0,,1,9163,9752,589,589,Médio,,4967.67,4967.67,-938.89,,,8996.45,8996.45,0
H053 2013 Maio,46,2013,Maio,2296713,2013-05-17,C11C001080,H053,CASAN,Florianópolis,Centro de Eventos,1.0,,,,1,9598,10457,859,859,Lido,,5866.33,5866.33,-1108.74,,,10623.92,10623.92,0
H054 2013 Maio,47,2013,Maio,6923020,2013-05-17,A97C099411,H054,CASAN,Florianópolis,Arquitetura e Urbanismo,1.0,,,,1,17256,17768,512,512,Lido,,3485.56,3485.56,-658.76,,,6312.36,6312.36,0
H055 2013 Maio,48,2013,Maio,2296705,2013-05-17,434,H055,CASAN,Florianópolis,Centro de Desportos,1.0,,1.0,,2,33948,38250,4302,4302,Lido,,33179.41,,-3135.45,,,30043.96,30043.96,0
H056 2013 Maio,49,2013,Maio,2296721,2013-05-17,000R128,H056,CASAN,Florianópolis,Restaurante Universitário 2,1.0,,1.0,,2,71522,72998,1476,1476,Lido,,11289.78,11289.78,-2133.78,,,20445.78,20445.78,0
H057 2013 Maio,50,2013,Maio,2297108,,A95L322012,H057,CASAN,Florianópolis,Setor da Hidráulica,1.0,,,,1,1542,1554,12,12,,,55.06,,-5.2,,,49.86,49.86,0
H058 2013 Maio,51,2013,Maio,9611070,,,H058,CASAN,Florianópolis,CCB MIP 2,1.0,,,,1,2236,2866,630,630,,,4295.16,4295.16,-811.79,,,7778.53,7778.53,0
H059 2013 Maio,52,2013,Maio,2296675,2013-05-17,C09B271069,H059,CASAN,Florianópolis,CTC 3,1.0,,,,1,8029,8060,31,31,Lido,,185.42,185.42,-35.05,,,335.79,335.79,0
H061 2013 Maio,53,2013,Maio,2296870,2013-05-17,A92S130327,H061,CASAN,Florianópolis,CCB Anatômico,1.0,,1.0,,2,4464,4664,200,200,Lido,,1406.14,1406.14,-265.76,,,2546.52,2546.52,0
H072 2013 Maio,54,2013,Maio,2297167,,,H072,CASAN,Florianópolis,CCA 1,1.0,,,,1,8257,8529,272,272,,,1838.92,,-173.78,,,1665.14,1665.14,0
H073 2013 Maio,55,2013,Maio,2297175,,,H073,CASAN,Florianópolis,Estação Experimental de Aquicultura,1.0,,,,1,4634,4714,80,80,,,521.61,,-49.3,,,472.31,472.31,0
H074 2013 Maio,56,2013,Maio,2297183,,,H074,CASAN,Florianópolis,CCA 2,1.0,,,,1,6777,7536,759,759,,,5180.23,,-489.53,,,4690.7,4690.7,0
H081 2013 Maio,57,2013,Maio,2295652,,,H081,CASAN,Florianópolis,UFSC do MEC,1.0,,,,1,456,510,54,54,,,343.22,343.22,-64.86,,,621.58,621.58,0
H082 2013 Maio,58,2013,Maio,5716594,,,H082,CASAN,Florianópolis,CCA - Tapera,1.0,,,,1,5731,5954,223,223,,,1502.73,,-142.01,,,1360.72,1360.72,0
H083 2013 Maio,59,2013,Maio,6997937,,,H083,CASAN,Florianópolis,Casa da Arte,1.0,,,,1,463,467,4,10,,,41.34,41.34,-7.82,,,74.86,74.86,0
H084 2013 Maio,60,2013,Maio,9197419,,,H084,CASAN,Florianópolis,"Centro de Pesquisa - Bc dos Coroas, SN",1.0,,,,1,5191,150,-5041,150,,,1001.88,1001.88,-189.35,,,1814.41,1814.41,0
H085 2013 Maio,61,2013,Maio,12791172,,,H085,CASAN,Florianópolis,Fortaleza de São José da Ponta Grossa,1.0,,,,1,80,82,2,10,,,41.34,,-3.9,,,37.44,37.44,0
H086 2013 Maio,62,2013,Maio,12799408,,,H086,CASAN,Florianópolis,UFSC - Jurerê,1.0,,,,1,11,13,2,10,,,41.34,,-3.9,,,37.44,37.44,0
H087 2013 Maio,63,2013,Maio,13018540,,,H087,CASAN,Florianópolis,UFSC-Sambaqui,1.0,,,,1,3618,3667,49,49,,,308.92,,-29.2,,,279.72,279.72,0
H088 2013 Maio,64,2013,Maio,2294605,,,H088,CASAN,Florianópolis,Casa Vida e Saúde,1.0,,,,1,12,13,1,10,,,41.34,41.34,-7.82,,,74.86,74.86,0
H089 2013 Maio,65,2013,Maio,2347660,,,H089,CASAN,Florianópolis,"Estação de Maricultura Bc dos Coroas, 502",1.0,,,,1,31063,31393,330,330,,,2236.86,2236.86,-422.77,,,4050.95,4050.95,0
H090 2013 Maio,66,2013,Maio,2347679,,,H090,CASAN,Florianópolis,"Estação de Maricultura Bc dos Coroas, SN",1.0,,,,1,318,347,29,29,,,171.7,171.7,-32.44,,,310.96,310.96,0
H106 2013 Maio,67,2013,Maio,14948508,,B11C061116,H106,CASAN,Araquari,Barra do Itapocu - Baln. Barra do Sul,1.0,,,,1,48,58,10,10,,,41.34,,-3.9,,,37.44,37.44,0
