CODIGO,CATEGORIA,ANO,MÊS,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_CONSUMIDO,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,VERIFICACAO,DIFERENCA
H015 2014 Março,13,2014,Março,2296918,,B10C013878,H015,CASAN,Florianópolis,Moradia Estudantil Pequena,,1.0,,,1,1621,1852,231,231.0,Médio,,1973.18,1973.18,-372.93,,,3573.43,3573.43,0
H017 2014 Março,14,2014,Março,2296950,2014-03-19,C11C000344,H017,CASAN,Florianópolis,Centro de Ciências da Saúde,1.0,,,,1,3655,3910,255,255.0,Lido,,1839.74,1839.74,-347.71,,,3331.77,3331.77,0
H018 2014 Março,15,2014,Março,2296640,2014-03-18,A10C017754,H018,CASAN,Florianópolis,DAE,1.0,,,,1,724,748,24,24.0,Lido,,146.76,146.76,-27.75,,,265.77,265.77,0
H019 2014 Março,16,2014,Março,9097821,2014-03-18,B10C013879,H019,CASAN,Florianópolis,Centro Acadêmico Socioeconômico,1.0,,1.0,,2,1606,1916,310,310.0,Lido,,2412.18,2412.18,-455.9,,,4368.46,4368.46,0
H020 2014 Março,17,2014,Março,2296829,2014-03-18,C11C004462,H020,CASAN,Florianópolis,Centro Socioeconômico,1.0,,,,1,6275,6475,200,200.0,Lido,,1436.65,1436.65,-271.53,,,2601.77,2601.77,0
H021 2014 Março,18,2014,Março,2296632,2014-03-18,B10C001813,H021,CASAN,Florianópolis,Igrejinha UFSC,2.0,,,,2,749,754,5,20.0,Mínimo,,88.32,88.32,-16.7,,,159.94,159.94,0
H023 2014 Março,19,2014,Março,2296934,2014-03-18,B10C013880,H023,CASAN,Florianópolis,Associação Volantes 1,2.0,,1.0,,3,1964,2215,251,251.0,Lido,,1815.8,1815.8,-343.2,,,3288.4,3288.4,0
H024 2014 Março,20,2014,Março,2296926,2014-03-18,A96C161864,H024,CASAN,Florianópolis,Associação Volantes 2,1.0,,1.0,,2,150,152,2,20.0,Mínimo,,88.32,88.32,-16.7,,,159.94,159.94,0
H025 2014 Março,21,2014,Março,2296900,2014-03-18,C11C002633,H025,CASAN,Florianópolis,CFM Bloco A,1.0,,,,1,3274,3684,410,410.0,Lido,,2975.72,2975.72,-562.4,,,5389.04,5389.04,0
H026 2014 Março,22,2014,Março,9912770,2014-03-18,B10C015985,H026,CASAN,Florianópolis,CFM Bloco B,1.0,,,,1,184,210,26,26.0,Lido,,161.42,161.42,-30.52,,,292.32,292.32,0
H027 2014 Março,23,2014,Março,2296888,2014-03-18,C11C000341,H027,CASAN,Florianópolis,Colégio Aplicação,1.0,,1.0,,2,1640,1933,293,293.0,Lido,,2271.52,2271.52,-429.32,,,4113.72,4113.72,0
H028 2014 Março,24,2014,Março,6205615,2014-03-18,A05S578084,H028,CASAN,Florianópolis,Nativas do Horto Botânico,1.0,,,,1,7408,7408,0,10.0,Mínimo,,44.16,44.16,-8.34,,,79.98,79.98,0
H029 2014 Março,25,2014,Março,7297220,,,H029,CASAN,Florianópolis,Moradia Estudantil - Portaria,1.0,,,,1,1886,1888,2,10.0,,,44.16,44.16,-8.34,,,79.98,79.98,0
H030 2014 Março,26,2014,Março,2296276,,,H030,CASAN,Florianópolis,Moradia Estudantil,,,,,0,8803,9361,558,558.0,,,2312.37,2312.37,-437.04,,,4187.7,4187.7,0
H032 2014 Março,27,2014,Março,2296659,2014-03-18,C11C001977,H032,CASAN,Florianópolis,Biblioteca Central,1.0,,,,1,12625,12922,297,297.0,Lido,,2147.55,2147.55,-405.88,,,3889.22,3889.22,0
H033 2014 Março,28,2014,Março,2296667,2014-03-18,C11C002632,H033,CASAN,Florianópolis,CTC 1 - R. Delfino Conti,1.0,,1.0,,2,1234,1327,93,93.0,Lido,,623.32,623.32,-117.81,,,1128.83,1128.83,0
H034 2014 Março,29,2014,Março,8416621,2014-03-18,C10C005432,H034,CASAN,Florianópolis,CTC Bloco L - R. Delfino Conti,1.0,,,,1,5644,5776,132,132.0,Lido,,938.28,938.28,-177.34,,,1699.22,1699.22,0
H035 2014 Março,30,2014,Março,2296845,2014-03-18,A91T139268,H035,CASAN,Florianópolis,CTC 2 - INEP,1.0,,,,1,2487,2492,5,71.0,Informado,,491.22,491.22,-92.84,,,889.6,889.6,0
H037 2014 Março,31,2014,Março,6435548,2014-03-18,B10C016731,H037,CASAN,Florianópolis,CTC Bloco A - POLO,1.0,,,1.0,2,604,685,81,81.0,Lido,,535.38,535.38,-101.19,,,969.57,969.57,0
H038 2014 Março,32,2014,Março,2296683,2014-03-18,C11C005093,H038,CASAN,Florianópolis,Pavilhão Eng. Mecânica,1.0,,,,1,1255,1427,172,172.0,Lido,,1231.44,1231.44,-232.75,,,2230.13,2230.13,0
H040 2014 Março,33,2014,Março,2296691,2014-03-18,C11C000642,H040,CASAN,Florianópolis,Reitoria I,1.0,,,,1,2421,2659,238,238.0,Lido,,1715.15,1715.15,-324.16,,,3106.14,3106.14,0
H041 2014 Março,34,2014,Março,2296810,2014-03-18,C11C000641,H041,CASAN,Florianópolis,CCE 1 - Básico,1.0,,1.0,,2,1362,1442,80,80.0,Lido,,528.06,528.06,-99.79,,,956.33,956.33,0
H042 2014 Março,35,2014,Março,2296802,2014-03-18,C11C007092,H042,CASAN,Florianópolis,CCE 2 - R. Eng. Andrey C. Ferreira,1.0,,,,1,7057,7443,386,386.0,Lido,,2799.83,2799.83,-529.17,,,5070.49,5070.49,0
H043 2014 Março,36,2014,Março,6816860,2014-03-18,A94S171408,H043,CASAN,Florianópolis,Casa de Veg. - Depto. Microbiologia,1.0,,,,1,558,565,7,10.0,Mínimo,,44.16,44.16,-8.34,,,79.98,79.98,0
H044 2014 Março,37,2014,Março,2296896,2014-03-18,C11C001100,H044,CASAN,Florianópolis,CCB Carvoeira 1 - Lab. de ensino e pesquisa,1.0,,,,1,5409,5613,204,204.0,Lido,,1465.97,1465.97,-277.07,,,2654.87,2654.87,0
H045 2014 Março,38,2014,Março,2296772,2014-03-18,B11C039161,H045,CASAN,Florianópolis,Museu de Antropologia,1.0,,,,1,312,321,9,10.0,Mínimo,,44.16,44.16,-8.34,,,79.98,79.98,0
H046 2014 Março,39,2014,Março,2296780,2014-03-18,B10C007949,H046,CASAN,Florianópolis,Horto Botânico,1.0,,,,1,1513,1611,98,98.0,Lido,,689.1,689.1,-130.24,,,1247.96,1247.96,0
H047 2014 Março,40,2014,Março,2296837,2014-03-18,B10C013876,H047,CASAN,Florianópolis,Creche UFSC,1.0,,,,1,2306,2615,309,309.0,Lido,,2235.5,2235.5,-422.51,,,4048.49,4048.49,0
H048 2014 Março,41,2014,Março,2296764,2014-03-18,C11C004576,H048,CASAN,Florianópolis,Centro de Filosofia e Humanas 1,1.0,,,,1,6974,7178,204,204.0,Lido,,1465.97,1465.97,-277.07,,,2654.87,2654.87,0
H049 2014 Março,42,2014,Março,9197478,2014-03-18,B10C002846,H049,CASAN,Florianópolis,Centro de Educação 1,1.0,,,,1,2308,2640,332,332.0,Lido,,2404.06,2404.06,-454.36,,,4353.76,4353.76,0
H050 2014 Março,43,2014,Março,2296748,2014-03-18,C10C005435,H050,CASAN,Florianópolis,Centro de Educação 2,1.0,,,,1,2922,2925,3,84.0,Informado,,586.5,586.5,-110.84,,,1062.16,1062.16,0
H051 2014 Março,44,2014,Março,2296756,2014-03-18,A10C021613,H051,CASAN,Florianópolis,Centro de Convivência,1.0,,5.0,,6,2015,2027,12,60.0,Mínimo,,264.96,264.96,-50.08,,,479.84,479.84,0
H052 2014 Março,45,2014,Março,2296730,2014-03-18,A99S330478,H052,CASAN,Florianópolis,Restaurante Universitário 1,,,1.0,,1,14716,15272,556,556.0,Médio,,5002.23,5002.23,-945.41,,,9059.05,9059.05,0
H053 2014 Março,46,2014,Março,2296713,2014-03-18,C11C001080,H053,CASAN,Florianópolis,Centro de Eventos,1.0,,,,1,17680,18640,960,960.0,Lido,,7006.61,7006.61,-1324.25,,,12688.97,12688.97,0
H054 2014 Março,47,2014,Março,6923020,2014-03-18,B10C002843,H054,CASAN,Florianópolis,Arquitetura e Urbanismo,1.0,,,,1,2274,2499,225,225.0,Lido,,1619.87,1619.87,-306.16,,,2933.58,2933.58,0
H055 2014 Março,48,2014,Março,2296705,2014-03-18,434,H055,CASAN,Florianópolis,Centro de Desportos,1.0,,1.0,,2,74307,78328,4021,4021.0,Médio,,33117.18,,-3129.57,,,29987.61,29987.61,0
H056 2014 Março,49,2014,Março,2296721,2014-03-18,F11C000547,H056,CASAN,Florianópolis,Restaurante Universitário 2,1.0,,1.0,,2,79802,1184,-78618,1184.0,Lido,,9643.7,9643.7,-1822.66,,,17464.74,17464.74,0
H057 2014 Março,50,2014,Março,2297108,2014-03-19,A95L322012,H057,CASAN,Florianópolis,Setor da Hidráulica,1.0,,,,1,1968,1978,10,62.0,Informado,,425.26,,-40.18,,,385.08,385.08,0
H058 2014 Março,51,2014,Março,9611070,2014-03-19,C11C005856,H058,CASAN,Florianópolis,CCB MIP 2,1.0,,,,1,7384,8235,851,851.0,Lido,,6207.76,6207.76,-1173.27,,,11242.25,11242.25,0
H059 2014 Março,52,2014,Março,2296675,2014-03-18,C09B271069,H059,CASAN,Florianópolis,CTC 3,1.0,,,,1,8344,8360,16,16.0,Lido,,88.13,88.13,-16.66,,,159.6,159.6,0
H060 2014 Março,53,2014,Março,5329663,,,H060,CASAN,Florianópolis,Reitoria II,1.0,,,,1,644,703,59,59.0,,,403.28,403.28,-76.22,,,730.34,730.34,0
H061 2014 Março,54,2014,Março,2296870,2014-03-18,B10C013871,H061,CASAN,Florianópolis,CCB Anatômico,1.0,,1.0,,2,1339,1541,202,202.0,Lido,,1518.58,1518.58,-287.0,,,2750.16,2750.16,0
H062 2014 Março,55,2014,Março,15023672,2014-03-25,F11C000741,H062,CASAN,Florianópolis,CFM - Bloco EFI - R. Eng. Agr. Andrey C. Ferreira,1.0,,,,1,70,80,10,,,,,,,,,,0.0,0
H072 2014 Março,56,2014,Março,2297167,,,H072,CASAN,Florianópolis,CCA 1,,,,,0,1479,1696,217,217.0,,,1561.24,,-147.54,,,1413.7,1413.7,0
H073 2014 Março,57,2014,Março,2297175,,,H073,CASAN,Florianópolis,Estação Experimental de Aquicultura,,,,,0,5399,5452,53,53.0,,,359.3,,-33.96,,,325.34,325.34,0
H074 2014 Março,58,2014,Março,2297183,,,H074,CASAN,Florianópolis,CCA 2,,,,,0,6335,7304,969,969.0,,,7072.57,,-668.36,,,6404.21,6404.21,0
H076 2014 Março,59,2014,Março,2297361,,,H076,CASAN,Florianópolis,"Cidade das Abelhas - Rod. Virgílio Várzea, 2600",,,,,0,142,150,8,10.0,,,44.16,,-4.17,,,39.99,39.99,0
H081 2014 Março,60,2014,Março,2295652,,,H081,CASAN,Florianópolis,UFSC do MEC,,,,,0,1863,2041,178,178.0,,,1275.41,1275.41,-223.17,,,2327.65,2327.65,0
H082 2014 Março,61,2014,Março,5716594,,,H082,CASAN,Florianópolis,CCA - Tapera,,,,,0,526,754,228,228.0,,,1641.86,,-155.16,,,1486.7,1486.7,0
H083 2014 Março,62,2014,Março,6997937,,,H083,CASAN,Florianópolis,Casa da Arte,,,,,0,539,543,4,10.0,,,44.16,44.16,-8.34,,,79.98,79.98,0
H084 2014 Março,63,2014,Março,9197419,,,H084,CASAN,Florianópolis,"Centro de Pesquisa - Bc dos Coroas, SN",1.0,,,,1,1480,1740,260,260.0,,,1876.38,1876.38,-354.63,,,3398.13,3398.13,0
H085 2014 Março,64,2014,Março,12791172,,,H085,CASAN,Florianópolis,Fortaleza de São José da Ponta Grossa,,,,,0,135,141,6,10.0,,,44.16,,-4.17,,,39.99,39.99,0
H086 2014 Março,65,2014,Março,12799408,,,H086,CASAN,Florianópolis,UFSC - Jurerê,,,,,0,22,24,2,10.0,,,44.16,,-4.17,,,39.99,39.99,0
H087 2014 Março,66,2014,Março,13018540,,,H087,CASAN,Florianópolis,UFSC-Sambaqui,,,,,0,4014,4041,27,27.0,,,168.75,,-15.95,,,152.8,152.8,0
H088 2014 Março,67,2014,Março,2294605,,,H088,CASAN,Florianópolis,Casa Vida e Saúde,,,,,0,21,22,1,10.0,,,44.16,44.16,-8.34,,,79.98,79.98,0
H089 2014 Março,68,2014,Março,2347660,,,H089,CASAN,Florianópolis,"Estação de Maricultura Bc dos Coroas, 502",1.0,,,,1,1395,1940,545,545.0,,,3965.12,3965.12,-749.41,,,7180.83,7180.83,0
H090 2014 Março,69,2014,Março,2347679,,,H090,CASAN,Florianópolis,"Estação de Maricultura Bc dos Coroas, SN",1.0,,,,1,2156,2169,13,13.0,,,66.15,66.15,-12.5,,,119.8,119.8,0
H106 2014 Março,70,2014,Março,14948508,,B11C061116,H106,CASAN,Araquari,Barra do Itapocu - Baln. Barra do Sul,1.0,,,,1,250,310,60,60.0,,,410.6,,-38.81,,,371.79,371.79,0
